id|time|attempt|label|category|sentence
58|1555011911.3641226|1|0|Case: loc/acc|В доме Шуминых только что кончилась всенощная , которую заказывала бабушка Марфа Михайловна , и теперь Наде – она вышла в сад на  __минуткы__ – видно __был__ , как в зале __накрывала__ на __столе__ для __закускы__ , как __во__ своем пышном шелковом __платьом__ суетилась  бабушка ; отец Андрей , соборный протоиерей , говорил о чем-то с матерью Нади , Ниной Ивановной , и теперь мать при вечернем освещении сквозь окно почему-то казалась очень молодой ; возле стоял сын отца Андрея , Андрей Андреич , и внимательно слушал .
59|1539535921.0534167||0|Case: acc/dat|Вторая волна распространения котиков по __ойкумену__ началась на несколько тысячелетий позже .
59|1539535921.0534167||0|Number: p/s| Ее эпицентром стал Египет , откуда мышеловы достаточно быстро достигли __дальнего__ уголков Африки , Азии и Европы .
62|1555336305.5825918|1|2|Number: s/p|Я такую кашу сварю , что __палец__ оближешь !
62|1553867316.344835||0|Short/full: f/s|, но потом __восстановленный__ .
62|1553867572.0158327||0|Case: loc/nom, Number: s/p|Гончарные __изделии__ часто украшали __сцена__ обыденной жизни .
62|1553868713.6516213||0|Number: p/s|В каждом __храмах__ стояли скульптурные изображения того бога , которому был посвящен храм  .
62|1553868999.3830533||0|Case: acc/instr|Верхнюю __части__ колонны обычно украшали __резьбу__ .
62|1553869119.6856077||0|Tense: past/pres, Gender error: fem|В Афинах была  введена система правления , именуемая « демократией » , что __означала__ « народовластие » .
62|1553869271.1425848||0|Case: loc/dat, Gender: m/f|На __этом__ ассамблее мог выступить любой гражданин .
62|1555336486.9861395|1|1|Case: loc/acc, Chunk|И в наше время все врачи приносят клятву Гиппократа           В __классическом__ __периоде__ в Греции __расцветет__ искусство , __философию__ и __науку__ .
62|1555336486.9861395|1|1|Case: loc/acc, Chunk|И в наше время все врачи приносят клятву Гиппократа          В __классическом__ __периоде__ в Греции __расцветет__ искусство , __философию__ и __науку__ .
62|1553871636.214582||0|Gender: f/n, Tense: past/pres|Позже в _Journal __of __Experimental __Psychology : __General _вышла еще  одна __работой__ , в которой говорилось , что от языка __зависела__ и наше восприятие времени .
64|1543846707.729965||0|Case: loc/acc|Но в __этом__ день им не повезло : рыба совсем не клевала .
66|1553593558.2721782||0|Gender: f/m|На небе безоблачной ночью можно увидеть __млечная__ Путь — слабо мерцающая полоса звезд , которая протянулась через  все ночное небо .
66|1553593751.2837288||1|Number: p/s|Солнце и Солнечная система вокруг него __находятся__ с краю , можно сказать « на задворках » Галактики  .
66|1552940802.301113||0|Case: instr/gen|С этой __покупкой__ начался Эрмитаж .
66|1553595237.6680613||0|Gender: m/f|На __этом__ почве хорошо росла трава , что обеспечивало __позбишемый__ овец ,  коз и крупный рогатый скот .
66|1554828044.3093624|1|0|Case: nom/loc|И вдруг на фоне всего этого буйства красок и запахов появляется  хрупкая фигура в строгом маленьком черном платье , в туфлях- __лодочки__ и с короткой стрижкой .
66|1554828413.2198784|1|0|Verb form: 3 past s m/inf|Но тогда , до великой Коко , никто и __представил__ себе не мог , что черный – это не только  траурный цвет .
68|1551776889.3315105||0|Verb form: inf/gerund, Base|Крестьяне научились регулировать паводковые воды , __возводить__ дамбы и сооружая пруды , в __которые__ на случай засухи  хранились запасы воды .
69|1552744537.7851958||0|Case: instr/gen|"Президент __республикой__ и канцлер также обменялись ( __информация__ ) по ситуации на  Украине "" , — заявляют в Елисейском дворце ."
71|1565766474.1327522|1|0|Case: gen/insrt|На душе у него было радостно       Один раз Павлик взял с __себя__ Котьку на __реке__ ловить рыбу .
71|1565766896.7986035|1|0|Number: s/p, Case: nom/dat|По дороге домой Павлик подумал , как бы ему  дома не досталось __во__ то , что он __лазил__ по __чужой__ огородам .
71|1566546155.5710907|1|1|Tense: pres/past|Я __вижу__ , как мама варит .
71|1566546155.5710907|1|1|Short/full: f/s|__сытый__ будешь , не __помереть__ с __голодом__ .
71|1566546940.4068887|1|0|Tense: past/pres|— Постой , — __говорил__ я .
71|1566550282.262711|1|0|Verb form: inf/3 fut p|__съел__ весь хлеб , а на ужин __сварить__ кашу .
71|1566550523.1615841|2|0|Tense: past/fut, Number: s/p|__съел__ весь хлеб , а на ужин сварим кашу .
71|1566551820.5380888|2|1|Tense: past/pres|__сидели__ и __ждали__ , когда каша сварится .
71|1566552106.3862534|1|0|Case: loc/acc|Мишка схватил ложку и стал кашу обратно в __кастрюле__ впихивать .
71|1566552122.948052|2|0|Person: 3/2|— Куда же ты __лезет__ ?
71|1566895562.8918188|1|2|Short/full: s/f|Я __воьзу__ ложку , __попробую__ : крупа совсем __тверда__ .
71|1566895682.5141027|2|1|Tense: pres/past| — Мишка , — говорю , — куда же вода __девается__ ?
71|1565855220.866142|1|0|Gender: m/f|Среди экспонатов — картина « __славный__ победа » , __которая__ в 1955 __года__ Ривера подарил советскому  Союзу художников .
71|1565855728.527803|2|0|Case: nom/dat, Base|— __мы__ приятно __принимаем__ проект мирового уровня , __котор__ стал __значимый__ событием  в мировой повестке » .
73|1555013677.668101|1|0|Gender: f/m|Знаешь , — __говорила__ Мишутка , — раньше я __была__ большой-большой , как дядя Боря , а потом __сделаюсь__ маленький  .
73|1555015499.8659825|1|1|Verb form: inf/3 pres p|На чем еще на Луну __летать__ ?
73|1555016249.7420087|1|1|Number: s/p|__дай__ подумать .
73|1555016345.5812204|1|0|Compar: pos/comp|Говорил — чего __простой__ !
73|1555016565.5782292|1|0|Case: gen/nom|Вот вы все врете , да без  __толка__ , а я __сразу__ соврал , мне __из__ этого __пользы__ .
76|1551282064.6164103||0|Number: s/p, Base|Их __текст__ до __сей__ пор не расшифрованы .
77|1545768081.4337583||0|Case: loc/acc|Только они разговаривали не просто , как другие ребята ,  а рассказывали друг __другами__ разные __небылици__ , будто пошли на __споре__ , кто кого переврет .
77|1544029322.8027408||0|Verb form: past/inf|Можно __размахивал__ руками .
77|1544029709.092281||0|Case: instr/gen|Может , выпивший муж __напасает__ на __женой__ , или , наоборот , та его допиливает ?
77|1544656783.8807075||0|Short/full: f/s|      Тургенев и Толстой были близко __знакомыми__ друг с другом , однако отношения у них складывались непросто сорившись едва не до дуэли , они перестали общаться друг с другом на целых семнадцать лет .
77|1543761373.9206636||0|Case: nom/gen|27 __август__ 1919 года был принят декрет __совнарком__ о национализации всего кинодела  в Советской России .
77|1543761373.9206636||0|Gender: n/m, Case: nom/gen|Но там есть то , чего уже не снимет никто и никогда – жизнь , увиденная глазами людей той эпохи   Советское кино было парадоксальным явлением в мировом кинематографе с __первое__ дня своего существования .
77|1543929782.4386866||0|Number: p/s|Также впервые молодой актер работал под руководством __артистов__ Малого театра М .
77|1543995200.5040712||0|Verb form: inf/2 past p|Большое впечатление на  театральную общественность , в том числе и на Станиславского , __произвести__ гастроли в России , в 1885 и 1890 __годы__ ,  Мейнингенского театра , отличавшегося высокой постановочной культурой [ 12 ] .
77|1544605266.3495383||0|Verb form: 3 past s f/inf|Кашу ведь просто __варила__ .
77|1544660855.9380903||0|Gender: f/m|На небе безоблачной __ночи__ можно увидеть __млечная__ Путь — слабо мерцающая полоса звезд , которая протянулась через  все ночное небо .
77|1544661227.5881424||1|Short/full: f/s|Хотя галактики __огромные__ , они находятся так далеко , что выглядят размытыми облаками  .
77|1544657145.9468975||0|Gender: m/f|О появлении __этого__ игры рассказывают многочисленные легенды .
77|1544204131.1173313||2|Number: s/p|"Председатель Еврокомиссии проинформировал меня , что документ согласован на уровне переговорщиков , согласован в принципе  на политическом __уровене__ и теперь должен быть утвержден __решеньем__ лидеров __страны__ "" ."
77|1544205134.593575||0|Number: s/p, Tense: past/pres|Против него __выступал__ все оппозиционные партии , а также десятки членов парламента от  консерваторов .
77|1544529460.233445||0|Case: nom/gen|__центр__ этого __комплекс__ был Парфенон , __мроморный__ храм , посвященный богине-покровительнице города Афине  .
77|1544529941.1149359||0|Case: acc/gen|Гончарные изделия часто украшали сценами __обыденную__ жизни .
77|1544552873.8323154||1|Verb form: 3 past p/gerund|Греческие __атлети__ тренировались , __готовились__ к спортивному празднику , который проводили в Олимпии , расположенной  в Южной Греции , каждые 4 года .
77|1544553587.7242074||0|Number: s/p| В Древней Греции народ __высказывались__ против того , чтобы им __правил__ богатые граждане .
77|1544701710.5521839||2|Case: acc/instr|Свой  рост леший также способен __изменяет__ : в лесу он может __голову__ доставать до верхушек самых высоких деревьев , а через мгновение  , шагнув на луг , стать ниже травы .
77|1548601820.1106498||0|Case: loc/gen|Русская голубая — порода домашней кошки , признанная международными фелинологическими организациями  , которая стала известна в России только с __начала__ фелинологического __движении__ .
77|1548602848.915556||0|Number: p/s, Case: dat/gen|Она всегда __реагировает__ на __жестикуляции__ , тон и речь __людям__ .
77|1553729707.2906032||0|Number: s/p|Мост через Амур – самый  длинный на этой железной дороге : около 2 с половиной __километра__ .
77|1553774597.3342953||0|Case: loc/acc|Оно отличается от главного тем , что до Екатеринбурга поезда следуют через старинные Муром  и Казань , а после __новосибирска__ заезжают еще и в __новокузнецке__ .
77|1554278329.0573828||0|Number: s/p, Case: instr/loc|__сильный__ всего это скажется на __плацкарту__ – при __сегментом__ Москва-Екатеринбург , Екатеринбург-Новосибирск , Новосибирск-Иркутск и Иркутск-Владивосток за все билеты  на плацкарт придется отдать около 18000 рублей .
77|1554382806.3713565|1|1|Number: s/p|Можно выйти в интересующем городе и дальше добираться до __другого__ уже __внутреннему__ поездами , либо проехать весь путь из Китая  в Россию без остановок .
77|1554382806.3713565|1|0|Number: s/p, Case: dat/instr|Можно выйти  в интересующем городе и дальше добираться до других уже внутренними __поезду__ , либо проехать весь путь из Китая в Россию без  остановок .
77|1554907825.1740055|1|0|Short/full: f/s|В плацкарте питание не __предусмотренное__ .
77|1555314355.5166085|1|0|Case: instr/loc| Удобнее всего путешествовать в __дышащем__ одежде , идеально – в __спортивным__ костюме .
77|1556801559.4815|1|0|Case: gen/instr|Те , кому досталось верхнее  место , помещают свои вещи на большую полку над входной __двери__ .
77|1556803072.322118|1|0|Case: dat/acc|Во время промежуточных остановок нужно очень внимательно следить за временем и  сразу садиться в __поезде__ , когда проводник подает к этому __сигналу__ .
78|1556624873.6090477|1|0|Case: instr/dat|По __результатом__ голосования , проводимого журналом World Soccer в том же году  , Бест занял 8-е место в списке 100 величайших игроков XX века .
78|1556624912.9763615|2|0|Case: loc/gen, Chunk|В 2002 году Бест был __включенный__ в Зал славы __английском__ __футболе__ .
78|1556886233.323944|2|0|Case: nom/gen, Number: s/p, Base|Джордж Бест 22 мая 1946 года , Белфаст , Северная Ирландия — 25 ноября 2005 года , Лондон , Англия )  — североирландский футболист , крайний полузащитник , признаваемый одним из __величайший__ __игры__ в истории футбола [ 10 ] [ 11 ]  [ 12 ] [ 13 ] [ 14 ] .
78|1556886426.5703454|1|0|Verb form: inf/gerund|Выступал за команду на протяжении  одиннадцати лет , сыграв __к__ это __времени__ 470 матчей и __забить__ 179 мячей .
78|1556886797.3463647|1|0|Case: nom/instr|Бест считается одним из лучших дриблеров всех времен , он обладал высокой стартовой и дистанционной скоростью , отличной координацией движений и устойчивостью , навыками обводки ,  __позволявший__ ему обыгрывать сразу нескольких соперников подряд , а также __поставленный__ ударом с обеих ног и развитым голевым чутьем .
78|1556886841.8080368|2|0|Number: s/p, Case: nom/instr|Бест считается одним из лучших дриблеров всех времен , он обладал высокой стартовой и дистанционной скоростью  , отличной __координацую__ движений и устойчивостью , навыками __обводком__ , __позволявший__ ему обыгрывать сразу нескольких соперников подряд , а также __поставленный__  ударом с обеих ног и развитым голевым чутьем .
78|1556887055.1391137|2|0|Number: s/p, Case: nom/gen|В 1974 году 27-летний Бест неожиданно покинул  « Манчестер Юнайтед » , __от__ чего выступал за множество __разный__ __клубе__ по всему миру , а десять лет __после__ ,  в возрасте 37 лет , завершил футбольную карьеру .
78|1556887055.1391137|2|0|Case: loc/gen, Number: s/p|В 1974 году 27-летний Бест неожиданно покинул «  Манчестер Юнайтед » , __от__ чего выступал за множество __разный__ __клубе__ по всему миру , а десять лет __после__ , в  возрасте 37 лет , завершил футбольную карьеру .
78|1556796207.3822968|1|0|Short/full: f/s, Gender: m/f|Игра __был__ анонсирована в 2001 году и __выпущенный__ 23 __ноябре__ 2004 года , к 10-летней __годовщино__ Warcraft :  Orcs & Humans .
79|1553852497.2307324||0|Number: p/s, Case: gen/nom|Ее изюминкой на сей раз  стали элементы систем жизнеобеспечения космонавтов : скафандры , внутренние корабельные __костюма__ , медицинские датчики .
79|1553852914.6543772||1|Number: s/p|Была здесь и одна  из последних разработок – « Орлан-М » , скафандр для __работы__ в открытом космосе , вариант 2015 года .
79|1553853276.1256585||0|Gender: n/f|Если первая  была снабжена лишь __продястянцы__ и __системы__ управления __охлажденьем__ , то __последнее__ снабжена настоящим компьютером , рассчитана примерно на 15 выходов в  открытое пространство и не требует промежуточного технического обслуживания , в отличие от американских « одноразовых » разработок » , – рассказывает Аркадий Степанов , сотрудник Центрального Дома авиации и космонавтики .
79|1553853937.799517||0|Number: s/p|Первые попытки их зарегистрировать предпринял Джозеф Вебер из Мэрилендского университета ( США ) – он использовал созданный им резонансный приемник , основной недостаток которого , однако ,  был в том , что он работал в __узкое__ диапазоне __частоты__ .
79|1553854433.0331068||0|Case: dat/gen, Number: s/p|Лазерные гравитационно-волновые интерферометры начали строить в __начало__ 1990-х __году__ : в США – LIGO , или Лазерная интерферометрическая обсерватория  гравитационных волн , с двумя детекторами в штатах Вашингтон и Луизиана , и в Италии под Пизой – VIRGO , французско-итальянский интерферометр .
79|1554727661.2899013|2|0|Other: spelling error / Number: s/s, Case: loc/nom|Не знаю , как вы , уважаемые __гражданине__ , а я люблю ночью пошляться по __улицу__ .
79|1555068973.9964094|1|0|Verb form: inf/3 past s m|Немножко бы __пройти__ , промялся .
79|1555069402.672234|1|0|Verb form: inf/1 pres s|__пугаюсь__ , что __отойти__ от магазина и где-нибудь __приходно__ , а вор тем временем  магазин обчистит .
79|1555069514.5923443|2|0|Verb form: inf/1 pres s|__пугался__ , что __отойти__ от магазина и где-нибудь прикорну , а вор тем временем  магазин обчистит .
79|1556485699.6656668|1|0|Case: gen/instr|Тут сторож допил свою воду , __вытерел__ рот __рукава__ и закрыл глаза , желая этим показать , что аудиенция  закончена .
79|1556485881.2801113|1|0|Numver: p/s, Case: gen/dat|Однако ночных сторожей , подобных __этих__ , я не увидал .
79|1556485961.1785502|2|0|Numver: p/s, Case: gen/dat|Однако ночных сторожей , подобных __этих__ , я не увидал .
79|1556486530.23612|1|0|Short/full: f/s|__в__ , вероятно , это еще не __освоенное__ , а может , и дорого стоит , или еще  что-нибудь — какие-нибудь технические сложности , раз нанимают для этого живую силу .
79|1556486653.749483|2|0|Verb form: inf/2 fut s, Base|__скажу__ , __наступить__ ногой на порог — и вдруг гром и треск раздастся  .
79|1553695357.5130663||0|Number: p/s, Case: nom/gen|Лодки строили из __подпируса__ , тростника , __растущие__ по __берегу__ Нила .
79|1553442518.895607||1|Case: nom/gen|Многие из __этых__ пьес , __написанные__ тогда , не потеряли своей популярности и в __наш__ время  .
79|1553444486.6839578||0|Case: gen/instr, Number: p/s, Probably spelling error|Над __ассамблей__ стоял совет из 500 членов , выбиравшихся по жребию .
79|1553867898.259348||0|Number: p/s|Эту метафору «  прохирургированной » , доведенной до истерики телесности философы-постмодернисты __конструировало__ на __основах__ истории « __подоподной__ » художника Андре Бретона , Наде ,  и второй жены писателя Генри Миллера , Джун .
79|1553868944.0976968||0|Case: nom/gen|В сухом остатке мы имеем поистине великолепные вещи двух __мастодонта__ модернизма : « Тропик Рака » и « Надя »  — маст-рид .
79|1553869379.7283578||0|Number: s/p|__говорит__ , Джун подверглась электросудорожной терапии и попеременно меняла __жизни__ в  мотелях на череду палат психиатрических клиник .
79|1556923846.1933672|1|0|Case: nom/loc|В спорткомплексе занимаются 5 тысяч человек  Первое за пять лет видео с лидером ИГ __появился__ в __сеть__ Вице-премьер Акимов рассказал о работе по внедрению 5G в России  Суд в Москве оставил под арестом троих фигурантов дела Baring Vostok Караулова назвала низким и глупым поступком попытку убежать в Сирию Карта генетического ландшафта Северной Евразии .
80|1566042280.263641|1|0|Number: s/p|Кроме того , коты часто фигурируют в скандинавской мифологии : они тащат на себе колесницу богини любви Фрейи , а у Локи из Утгарда был настолько большой кот , что его не мог поднять сам Тор            __кошка__ , вероятно , защищали корабельные запасы пищи от вредителей-грызунов .
80|1566045146.7488437|2|7|Other: spelling error, after prep|Как только человек начал производить и хранить излишки зерна ,  рядом с ним __уже__ же появились мыши , а за __ими__ пришли и коты .
80|1566046216.191727|1|0|Compar: comp/pos / Other: spelling error|Вероятно , __главней__ функцией мурчащих __муриплователи__ , составлявших __кампании__ викингам , также __был__  борьба с мышами .
80|1566046324.3136482|2|0|Gender: n/f|Вероятно ,  главной функцией мурчащих мореплавателей , составлявших компанию викингам , также __было__ борьба с мышами .
80|1546542640.4965124||0|Case: loc/gen|Первая группа  мигрантов из Гондураса , находящихся во временном лагере в столице __мексике__ , в пятницу рано утром выдвинулась на север в __стороны__  границы с США , сообщает портал Universal .
82|1544279391.3121302||0|Number: s/p|Исследователи из Университета Западной Австралии поставили странный , на первый взгляд , эксперимент : под  растением гороха они проложили в земле две трубы , по __который__ можно было пускать воду .
82|1554889717.9976497|1|0|Case: nom/instr, Number: p/s|Нескольких недель , в течение которых  вы будете как минимум __бежать__ и отжиматься , __оказатесь__ вполне __достаточные__ для того , чтобы __подходить__ к своей первой теннисной игре  во всеоружии .
82|1554891543.70855|1|3|Error in the original sentence|Под __руководстве__ тренера вы сможете подобрать __правильный__ инвентарь , __изучать__ теоретические основы тенниса и овладеть базовыми навыками  , которые необходимы для игры .
83|1554538559.7201438|2|0|Case: gen/nom|Тесты на __сообразительности__ были разные ; например , от птиц требовалось запомнить ,  какой цвет соответствует еде , и потом искать угощение по нужному цвету .
84|1551801367.5510738||0|Case: loc/gen, Number: p/s|Она объединит более 90 работ знаменитой __парах__ художников , а также документальные фото- и видеоматериалы , рассказывающие  о жизни Фриды Кало и Диего Риверы .
84|1551801367.5510738||0|Number: s/p, Case: nom/gen|На выставке будут представлены самые разные работы Кало и Риверы : живопись , рисунки , графика , литографии , привезенные в Россию из Музея Долорес Ольмедо ,  __галерей__ « Арвил » , собрания внука Диего Риверы и __частная__ __коллекция__ стран Европы и Латинской Америки .
84|1551801367.5510738||0|Number: s/p, Case: nom/gen|На выставке будут представлены самые разные работы Кало и Риверы : живопись , рисунки , графика , литографии , привезенные в Россию из Музея Долорес Ольмедо , галереи  « Арвил » , собрания внука Диего Риверы и __частная__ __коллекция__ стран Европы и Латинской Америки .
84|1551805984.5394185||0|Case: nom/gen|Для своего времени они были чудом инженерного __искусство__ .
85|1544193707.0350356||2|Case: nom/gen|» Если твоя жена или свояченица играет гаммы ,  то не выходи из себя , а не находи себе __место__ от радости , что ты слушаешь игру , а не  вой шакалов или кошачий концерт .
86|1554908108.7625654|2|1|Number: s/p|Мама дала  Котьке в __руке__ два огурца , которые не поместились в __кармане__ , и вывела его за дверь .
86|1554903565.90569|1|0|Verb form: inf/3 pres p|Но много ли __человек__ не __нуждаться__ в __помоще__ ?
86|1555084763.0679402|2|0|Case: loc/acc|Первая группа мигрантов из Гондураса  , находящихся во временном лагере в столице Мексики , в __пятнице__ рано утром __выдвинутся__ на север __до__ __стороны__ границы с __сши__  , сообщает портал Universal .
87|1555254175.634307|1|0|Verb form: inf/3 past s n|Но в __этом__ день им не __повезти__ : рыба __ничего__ не __клевал__ .
87|1555254246.0328524|2|0|Verb form: 3 past s/inf|На душе у него было радостно   Один раз Павлик взял с собой Котьку на реку __ловил__ рыбу .
87|1555255390.1581585|2|0|Case: instr/dat, Number: s/p, Chunk|По дороге домой Павлик подумал , как бы ему  дома не __достаелся__ за то , что __его__ лазит по __чужой__ __огородом__ .
87|1555255390.1581585|2|0|Case: instr/dat, Number: s/p, Chunk|По дороге домой Павлик подумал , как бы ему дома  не __достаелся__ за то , что __его__ лазит по __чужой__ __огородом__ .
87|1555408755.8096066|2|0|Verb form: 2 pres s/inf|Ты их  не __садишь__ , не __растишь__ , не имеешь права и __выбрасываешь__ .
87|1555411043.7615483|2|0|Case: instr/acc|Мама дала Котьке в руки два огурца ,  которые не поместились в __кармане__ , и __выведет__ его за __дверью__ .
87|1555600139.1021993|1|0|Mood: ind/imp|— Или __несешь__ огурцы , или совсем __уходишь__ из дому , ты мне не сын !
87|1555600623.4375393|1|0|Case: nom/dat, Base|"— Нет , __отнести__ : еще кто-нибудь увидит и __дедушка__ из-за меня __попал__ "" ."
87|1555600623.4375393|1|0|Tense: past/fut|Брошу их тут , в __канаве__ , а __сказал__ , что __отнести__ , — решил Котька и стал оглядываться  вокруг .
87|1555607749.7175696|1|0|Gender: f/m|— Он мне __своих__ огурцы отдал , а __сама__ дома __сидел__ .
87|1555613100.0219553|2|0|Verb form: 3 pres s/gerund|Котька во весь дух помчался по полю , через  овраг , по мостику через ручей и , уже не __спешит__ , пошел по деревне домой .
88|1556540882.964769|2|0|Case: nom/gen, Chunk|Живопись и графика из музейных и __частныих__ __собрания__ » .
88|1556541483.3943436|1|0|Case: gen/nom|На выставке __есть__ представлены __самых__ разные работы Кало и Риверы : __живопили__ , __рисунок__ ,  графика , литографии , привезенные в Россию из Музея Долорес Ольмедо , галереи « Арвил » , собрания внука Диего Риверы и частных коллекций стран Европы и Латинской Америки .
88|1556613275.560301|2|0|Case: dat/instr|Она гуляла  одна , все в том же берете , с белым __шпицу__ ; никто не __знать__ , кто она , и называли  ее просто так : дама с собачкой .
88|1556613381.7620077|1|0|Gender: f/m|Ему не было еще сорока  , но у него __выло__ уже дочь __вренатете__ лет и __две__ сына-гимназиста .
88|1556613381.7620077|1|0|Verb form: inf/3 past s m|«  Если она здесь __за__ __мужем__ и без знакомых , — __соображать__ Гуров , — то было бы не __лишная__ познакомиться с  ней » .
88|1556613385.2817388|2|0|Gender: f/m|Ему не было еще сорока  , но у него __выло__ уже дочь двенадцати лет и __две__ сына-гимназиста .
88|1556790038.9646955|1|0|Verb form: inf/3 past s f|Его женили рано , когда  он был еще __студент__ второго __курс__ , и теперь жена __казаться__ в полтора __разе__ старше его .
88|1556790047.7777355|2|0|Case: nom/gen, Base| Его __женить__ рано , когда он был еще __студент__ второго __курс__ , и теперь жена __казаться__ в полтора __разе__ старше его  .
89|1563282564.341415|1|0|Tense: past/fut|— А я , — говорит Стасик , — сначала был маленький , а потом вырос большой ,  а потом снова стал маленький , а теперь опять скоро __был__ большой .
89|1563292482.6598716|1|0|Number: p/s, Person: 3/1|— Вот я иду , никого не __трогают__ .
89|1563296745.524156|1|0|NUmber: p/s / Case: gen/loc|Его мальчишка __из-за__ __веревочки__ тащил .
89|1563296810.6951292|2|0|Gender: f/m|— Эва , куда __махнула__ !
89|1563296963.6617358|1|1|Verb form: inf/3 pres p|На чем еще на Луну __летать__ ?
89|1563297085.6059725|1|0|Person: 2/1|— Что я там __видишь__ ?
91|1554302383.3994393||0|Gender: n/m|__я__ никто не __нужно__ .
91|1555061770.004036|1|0|Tense: pres/past|Саша : Я так и __знаю__ , что ты забудешь … Петр : Я не забыл  , просто ни с кем не успел договориться .
91|1555061770.004036|1|0|Verb form: inf/3 pres s|..       Саша : Нас кто-нибудь __встретить__ ?
91|1555066627.5980828|1|7|Wrong pos: particle/verb|Давай , __могли__ , хотя бы на маршрутке ?
91|1555150504.7339883|1|0|Case: loc/acc|Лучше на природу , в лес или на __реке__ .
91|1555072287.123379|1|0|Case: acc/gen|Петр : На первое : Легкий салат из __свежий__ __овощи__ с оливковым маслом .
91|1555251043.6672826|1|0|Case: loc/acc|Хочешь – иди в сауну , а вот на верхней  палубе джакузи … Саша : Что за идея , в __такой__ __погоде__ в сауну .
91|1555251043.6672826|1|0|Case: loc/acc|Хочешь – иди в сауну , а вот на верхней палубе  джакузи … Саша : Что за идея , в __такой__ __погоде__ в сауну .
91|1555251124.7817426|1|1|Case: gen/part|Саша : Там всегда много __народа__ .
91|1555251423.0638502|1|0|Case: dat/nom|Нет уж , __мне__ лучше еще спокойненько посижу в баре и почитаю свежую прессу  .
91|1555334448.062619|1|0|Case: acc/loc| Хочешь – иди в сауну , а вот на верхней __палубу__ джакузи … Саша : Что за идея , в __такой__  погоду в сауну .
91|1555334448.062619|1|0|Case: loc/acc|Хочешь – иди в сауну , а вот на верхней  __палубу__ джакузи … Саша : Что за идея , в __такой__ __погоде__ в сауну .
91|1555334448.062619|1|0|Case: loc/acc|Хочешь – иди в сауну , а вот на верхней палубе  джакузи … Саша : Что за идея , в __такой__ __погоде__ в сауну .
92|1569575150.457936|1|0|Number: s/p|Из интервью Влады Дзюбы понятно , что __мечта__ подростка с момента попадания в __модной__ __индустрии__ были связаны с  карьерой топ-модели .
92|1569575404.8169758|1|0|Case: acc/loc| После года учебы в агентстве Great Model Дзюба участвовала в __показы__ , снималась для пермских журналов и мечтала побывать за границей  .
92|1569576661.5837686|1|0|Number: s/p|Директор __пермяцкого__ агентства Эльвира Зайцева __утвердила__ , что __проблема__ со здоровьем у подопечной не было .
92|1569576671.9114094|2|1|Number: s/p|Директор российского агентства Эльвира Зайцева утверждает , что __проблемы__ со здоровьем у подопечной не было .
92|1569588531.8046837|2|1|Number: s/p|В V –  VI веках нашей эры в Великой степи , недалеко от __китайской__ __границы__ , там , где сейчас Монголия , кочуют тюркские  племена , то есть племена , которые говорят на языках тюркской группы .
93|1567183632.4228814|2|1|Short/full: f/s|__сытый__ будешь , не __померешь__ с __голодом__ .
95|1554408528.8740485|1|0|Tense: pres/past|Перед нами движутся религиозные процессии , плывут корабли , акробаты рискуют жизнью в играх с быком , придворные дамы восседают  на __пире__ ... Можно увидеть , как __выглядут__ и что __делают__ люди той далекой эпохи , но , к сожалению ,  нельзя понять , о чем они говорят .
96|1545403635.213959||0|Verb form: inf/1 fut s|Я такую кашу __сварить__ , что пальцы оближешь !
98|1549062156.3508635||0|Person: 1/3|Я , __могу__ быть , __зидяжусь__ .
98|1552481407.2271369||0|Number: s/p|__лишл__ мужичка человеческого звания и __заставил__ жить у барина , охранять барское имущество .
98|1552481537.1637747||0|Case: gen/dat|И вот в __одной__ ночь приехали воры .
98|1552481618.1076326||0|Verb form: inf/3 past p, Base|Когда  барин утром __встать__ - __видить__ , что __имушество__ у него __увезти__ много .
105|1554888328.9153814|2|0|Number: s/p|Если жить только для себя , своими мелкими __заботой__ о собственном благополучии , то от прожитого не останется и  следа .
105|1555169228.5762465|1|0|Case: nom/dat|— Только __вы__ тут __придетесь__ самим обед готовить .
105|1555599520.2717683|1|1|Tense: pres/past|Я __вижу__ , как мама варит .
105|1554806194.6954358|1|0|Case: nom/gen|Точно также они не  реагировали на белый шум , доносившийся до __нык__ из глубины __земля__ .
105|1554808782.4209325|1|0|Number: s/p, Short/full: f/s|Возможно , все дело в механических вибрациях , тем более что как раз про осязание растений в последнее время мы узнаем все больше и больше удивительного : так , в прошлом году мы писали о том , что в ответ на механическое раздражение в растительных клетках довольно быстро меняется активность целого ряда генов , и что растения способны чувствовать вибрации от гусениц , которые грызут листья  быстро __меняться__ активность целого __ряд__ генов , и что растения __способный__ чувствовать вибрации от гусениц , __которого__ грызут __лист__ .
107|1551197899.7067907||0|Case: nom/loc|__miеs__ уже освобожден , но __hän__ по-прежнему __руsähtуä__ в __список__ подозреваемых .
108|1551374678.2481608||0|Case: nom/gen|Для __этот__ встают на бортик __бассеина__ так , чтобы захватить край его  большими пальцами ног .
108|1551374678.2481608||0|Case: nom/gen, Base|"Учиться начинают с __простой__ прыжка вниз __нога__ – "" солдатиком "" ."
109|1551471494.1556616||0|Tense: pres/past|О том  , как ищут жизнь в подледниковом антарктическом озере Восток , __расскажет__ Сергей Булат , руководитель лаборатории молекулярной и __радяционной__ биофизики Петербургского  института ядерной физики ( ПИЯФ ) .
